transaction_id,customer_id,product_id,amount,payment_method,coupon,device_id,ip_address,shipping_address,timestamp,payment_status
TXN_0195,CUST_092,PROD_003,799,UPI,NONE,DEV_037,192.168.1.118,ADDR_107,2026-08-17T13:37:59.895104,success
TXN_0196,CUST_098,PROD_004,1499,NETBANKING,NONE,DEV_116,192.168.1.11,ADDR_003,2026-08-07T17:07:59.895104,success
TXN_0197,CUST_020,PROD_005,2499,NETBANKING,CLEAR500,DEV_015,192.168.1.100,ADDR_037,2026-08-06T21:08:59.895104,success
TXN_0198,CUST_016,PROD_001,799,CARD,CLEAR500,DEV_009,192.168.1.15,ADDR_108,2026-08-18T19:31:59.895104,success
TXN_0199,CUST_081,PROD_005,1999,UPI,SAVE50,DEV_038,192.168.1.55,ADDR_001,2026-08-24T01:07:59.895104,success
TXN_0200,CUST_031,PROD_005,1499,UPI,NONE,DEV_068,192.168.1.47,ADDR_009,2026-08-20T00:10:59.895104,success
TXN_0201,CUST_050,PROD_004,499,NETBANKING,CLEAR500,DEV_048,192.168.1.33,ADDR_096,2026-07-27T19:19:59.895104,success
TXN_0202,CUST_009,PROD_003,799,NETBANKING,NONE,DEV_099,192.168.1.75,ADDR_095,2026-08-11T04:46:59.895104,success
TXN_0203,CUST_006,PROD_003,1999,CARD,SAVE50,DEV_107,192.168.1.100,ADDR_088,2026-08-17T05:04:59.895104,failed
TXN_0204,CUST_081,PROD_002,799,UPI,CLEAR500,DEV_005,192.168.1.38,ADDR_026,2026-07-29T01:25:59.895104,success
TXN_0205,CUST_006,PROD_003,999,NETBANKING,CLEAR500,DEV_105,192.168.1.70,ADDR_061,2026-08-07T14:16:59.895104,success
TXN_0206,CUST_097,PROD_002,999,CARD,NONE,DEV_111,192.168.1.84,ADDR_043,2026-08-08T12:00:59.895104,success
TXN_0207,CUST_048,PROD_004,1499,NETBANKING,CLEAR500,DEV_115,192.168.1.50,ADDR_044,2026-08-04T13:38:59.895104,failed
TXN_0208,CUST_089,PROD_004,999,NETBANKING,SAVE100,DEV_103,192.168.1.11,ADDR_094,2026-08-15T09:15:59.895104,success
TXN_0209,CUST_056,PROD_005,799,NETBANKING,SAVE100,DEV_042,192.168.1.14,ADDR_011,2026-08-10T23:45:59.895104,success
TXN_0210,CUST_040,PROD_004,1999,NETBANKING,CLEAR500,DEV_022,192.168.1.89,ADDR_057,2026-08-12T01:33:59.895104,failed
TXN_0211,CUST_006,PROD_003,1999,CARD,SAVE100,DEV_082,192.168.1.102,ADDR_008,2026-07-30T11:32:59.895104,failed
TXN_0212,CUST_047,PROD_005,2499,NETBANKING,SAVE50,DEV_004,192.168.1.19,ADDR_109,2026-08-23T17:12:59.895104,failed
TXN_0213,CUST_005,PROD_002,499,UPI,SAVE100,DEV_047,192.168.1.50,ADDR_073,2026-07-28T12:57:59.895104,success
TXN_0214,CUST_087,PROD_004,999,CARD,CLEAR500,DEV_098,192.168.1.10,ADDR_074,2026-08-02T07:58:59.895104,success
TXN_0215,CUST_051,PROD_003,2499,CARD,SAVE50,DEV_015,192.168.1.4,ADDR_095,2026-08-04T12:47:59.895104,failed
TXN_0216,CUST_067,PROD_004,1999,UPI,SAVE100,DEV_100,192.168.1.34,ADDR_091,2026-08-16T09:01:59.895104,success
TXN_0217,CUST_079,PROD_003,2499,CARD,SAVE50,DEV_016,192.168.1.18,ADDR_110,2026-07-30T10:28:59.895104,failed
TXN_0218,CUST_023,PROD_004,499,NETBANKING,SAVE100,DEV_086,192.168.1.45,ADDR_091,2026-07-30T00:30:59.895104,success
TXN_0219,CUST_039,PROD_002,2499,NETBANKING,SAVE50,DEV_102,192.168.1.47,ADDR_066,2026-08-06T06:30:59.895104,success
TXN_0220,CUST_026,PROD_002,799,CARD,NONE,DEV_047,192.168.1.71,ADDR_074,2026-08-12T20:31:59.895104,failed
TXN_0221,CUST_071,PROD_002,1999,UPI,NONE,DEV_040,192.168.1.51,ADDR_092,2026-08-17T20:24:59.895104,failed
TXN_0222,CUST_099,PROD_004,1999,UPI,SAVE50,DEV_041,192.168.1.83,ADDR_010,2026-08-16T13:04:59.895104,failed
TXN_0223,CUST_088,PROD_005,999,UPI,SAVE50,DEV_099,192.168.1.17,ADDR_056,2026-08-18T22:50:59.895104,success
TXN_0224,CUST_016,PROD_005,799,CARD,SAVE50,DEV_021,192.168.1.42,ADDR_120,2026-08-06T07:51:59.895104,success
TXN_0225,CUST_067,PROD_003,499,CARD,SAVE50,DEV_082,192.168.1.71,ADDR_036,2026-08-01T18:18:59.895104,success
TXN_0226,CUST_079,PROD_005,499,NETBANKING,SAVE50,DEV_076,192.168.1.75,ADDR_020,2026-08-03T20:34:59.895104,success
TXN_0227,CUST_073,PROD_001,499,UPI,NONE,DEV_083,192.168.1.99,ADDR_074,2026-08-08T02:39:59.895104,success
TXN_0228,CUST_099,PROD_005,1499,NETBANKING,NONE,DEV_064,192.168.1.114,ADDR_081,2026-08-20T21:29:59.895104,success
TXN_0229,CUST_083,PROD_003,1499,UPI,CLEAR500,DEV_039,192.168.1.59,ADDR_010,2026-07-29T19:01:59.895104,success
TXN_0230,CUST_057,PROD_004,1499,CARD,SAVE50,DEV_044,192.168.1.78,ADDR_019,2026-08-10T07:00:59.895104,success
TXN_0231,CUST_094,PROD_003,1499,UPI,SAVE100,DEV_066,192.168.1.72,ADDR_014,2026-08-10T14:08:59.895104,success
TXN_0232,CUST_060,PROD_001,999,CARD,SAVE50,DEV_019,192.168.1.13,ADDR_007,2026-08-09T06:34:59.895104,failed
TXN_0233,CUST_079,PROD_004,799,UPI,SAVE100,DEV_120,192.168.1.74,ADDR_093,2026-08-10T07:09:59.895104,success
TXN_0234,CUST_098,PROD_002,1499,NETBANKING,CLEAR500,DEV_064,192.168.1.113,ADDR_040,2026-08-18T16:50:59.895104,success
TXN_0235,CUST_012,PROD_004,1999,CARD,SAVE50,DEV_028,192.168.1.75,ADDR_046,2026-07-29T06:43:59.895104,success
TXN_0236,CUST_037,PROD_004,1999,NETBANKING,CLEAR500,DEV_037,192.168.1.69,ADDR_002,2026-07-31T22:59:59.895104,failed
TXN_0237,CUST_018,PROD_003,2499,CARD,CLEAR500,DEV_047,192.168.1.6,ADDR_052,2026-07-29T09:27:59.895104,success
TXN_0238,CUST_047,PROD_005,999,UPI,CLEAR500,DEV_065,192.168.1.58,ADDR_098,2026-08-21T02:10:59.895104,success
TXN_0239,CUST_080,PROD_005,499,UPI,NONE,DEV_051,192.168.1.48,ADDR_102,2026-08-11T11:57:59.895104,success
TXN_0240,CUST_097,PROD_002,799,NETBANKING,CLEAR500,DEV_065,192.168.1.6,ADDR_006,2026-07-28T20:05:59.895104,success
TXN_0241,CUST_092,PROD_003,1499,NETBANKING,CLEAR500,DEV_020,192.168.1.78,ADDR_115,2026-08-19T12:39:59.895104,success
TXN_0242,CUST_042,PROD_005,999,UPI,CLEAR500,DEV_079,192.168.1.95,ADDR_108,2026-08-09T16:25:59.895104,success
TXN_0243,CUST_065,PROD_005,1999,CARD,SAVE100,DEV_061,192.168.1.105,ADDR_003,2026-08-12T19:55:59.895104,success
TXN_0244,CUST_087,PROD_001,1499,NETBANKING,SAVE100,DEV_102,192.168.1.116,ADDR_093,2026-08-24T16:54:59.895104,success
TXN_0245,CUST_077,PROD_004,999,NETBANKING,SAVE50,DEV_093,192.168.1.7,ADDR_075,2026-08-17T22:21:59.895104,success
TXN_0246,CUST_068,PROD_005,1499,UPI,SAVE50,DEV_005,192.168.1.74,ADDR_090,2026-08-01T01:37:59.895104,success
TXN_0247,CUST_003,PROD_004,999,CARD,SAVE50,DEV_053,192.168.1.89,ADDR_027,2026-08-14T17:49:59.895104,failed
TXN_0248,CUST_095,PROD_001,2499,UPI,SAVE50,DEV_072,192.168.1.42,ADDR_085,2026-08-17T20:05:59.895104,failed
TXN_0249,CUST_041,PROD_002,1499,NETBANKING,SAVE100,DEV_070,192.168.1.46,ADDR_087,2026-08-25T08:14:59.895104,success
TXN_0250,CUST_079,PROD_004,799,UPI,SAVE100,DEV_072,192.168.1.39,ADDR_029,2026-08-09T14:39:59.895104,success
TXN_0251,CUST_091,PROD_002,2499,NETBANKING,CLEAR500,DEV_041,192.168.1.62,ADDR_045,2026-08-21T13:47:59.895104,success
TXN_0252,CUST_037,PROD_001,1999,NETBANKING,CLEAR500,DEV_115,192.168.1.51,ADDR_105,2026-08-11T18:33:59.895104,success
TXN_0253,CUST_038,PROD_001,999,NETBANKING,NONE,DEV_045,192.168.1.119,ADDR_057,2026-08-25T22:04:59.895104,success
TXN_0254,CUST_096,PROD_004,799,UPI,SAVE100,DEV_120,192.168.1.72,ADDR_090,2026-08-08T10:15:59.895104,success
TXN_0255,CUST_014,PROD_005,2499,NETBANKING,SAVE50,DEV_032,192.168.1.7,ADDR_086,2026-08-20T05:37:59.895104,success
TXN_0256,CUST_082,PROD_002,499,UPI,CLEAR500,DEV_043,192.168.1.92,ADDR_061,2026-07-31T15:24:59.895104,success
TXN_0257,CUST_001,PROD_005,799,CARD,CLEAR500,DEV_062,192.168.1.84,ADDR_026,2026-08-09T03:19:59.895104,success
TXN_0258,CUST_037,PROD_001,499,NETBANKING,SAVE50,DEV_069,192.168.1.95,ADDR_093,2026-07-28T18:19:59.895104,success
TXN_0259,CUST_054,PROD_002,499,CARD,CLEAR500,DEV_024,192.168.1.120,ADDR_096,2026-08-09T05:45:59.895104,success
TXN_0260,CUST_002,PROD_003,1999,NETBANKING,NONE,DEV_119,192.168.1.43,ADDR_037,2026-08-16T17:51:59.895104,failed
TXN_0261,CUST_018,PROD_005,1499,CARD,SAVE50,DEV_104,192.168.1.15,ADDR_043,2026-08-03T11:04:59.895104,failed
TXN_0262,CUST_083,PROD_003,2499,UPI,NONE,DEV_095,192.168.1.44,ADDR_102,2026-08-09T11:49:59.895104,success
TXN_0263,CUST_023,PROD_005,2499,CARD,CLEAR500,DEV_066,192.168.1.42,ADDR_012,2026-08-14T07:24:59.895104,success
TXN_0264,CUST_024,PROD_002,1499,CARD,SAVE50,DEV_001,192.168.1.34,ADDR_050,2026-08-06T18:50:59.895104,failed
TXN_0265,CUST_097,PROD_003,999,CARD,NONE,DEV_034,192.168.1.84,ADDR_047,2026-08-06T19:41:59.895104,success
TXN_0266,CUST_086,PROD_001,1499,CARD,SAVE50,DEV_052,192.168.1.88,ADDR_065,2026-08-10T05:15:59.895104,success
TXN_0267,CUST_082,PROD_003,999,NETBANKING,SAVE50,DEV_029,192.168.1.18,ADDR_062,2026-08-03T00:54:59.895104,failed
TXN_0268,CUST_096,PROD_005,999,CARD,CLEAR500,DEV_097,192.168.1.69,ADDR_103,2026-08-06T00:08:59.895104,success
TXN_0269,CUST_088,PROD_005,499,NETBANKING,CLEAR500,DEV_068,192.168.1.91,ADDR_047,2026-07-30T14:53:59.895104,success
TXN_0270,CUST_008,PROD_005,1999,UPI,SAVE50,DEV_022,192.168.1.42,ADDR_110,2026-08-19T17:56:59.895104,failed
TXN_0271,CUST_015,PROD_002,2499,NETBANKING,CLEAR500,DEV_012,192.168.1.116,ADDR_066,2026-08-16T08:10:59.895104,success
TXN_0272,CUST_059,PROD_002,1999,CARD,CLEAR500,DEV_073,192.168.1.8,ADDR_072,2026-08-17T02:37:59.895104,success
TXN_0273,CUST_093,PROD_001,1499,CARD,NONE,DEV_096,192.168.1.28,ADDR_075,2026-07-30T09:21:59.895104,success
TXN_0274,CUST_055,PROD_003,2499,UPI,NONE,DEV_120,192.168.1.115,ADDR_009,2026-08-17T13:12:59.895104,success
TXN_0275,CUST_037,PROD_004,799,UPI,CLEAR500,DEV_048,192.168.1.115,ADDR_049,2026-08-16T11:30:59.895104,failed
TXN_0276,CUST_049,PROD_001,2499,NETBANKING,SAVE50,DEV_084,192.168.1.111,ADDR_045,2026-08-01T11:09:59.895104,success
TXN_0277,CUST_069,PROD_004,1999,UPI,SAVE50,DEV_107,192.168.1.1,ADDR_097,2026-07-28T02:24:59.895104,success
TXN_0278,CUST_060,PROD_005,1499,NETBANKING,CLEAR500,DEV_106,192.168.1.30,ADDR_032,2026-08-17T00:42:59.895104,success
TXN_0279,CUST_020,PROD_003,799,NETBANKING,NONE,DEV_005,192.168.1.104,ADDR_085,2026-08-15T03:30:59.895104,success
TXN_0280,CUST_031,PROD_002,499,UPI,NONE,DEV_058,192.168.1.77,ADDR_087,2026-07-29T06:45:59.895104,success
TXN_0281,CUST_095,PROD_001,1499,CARD,SAVE50,DEV_070,192.168.1.28,ADDR_097,2026-07-29T15:14:59.895104,success
TXN_0282,CUST_065,PROD_003,799,NETBANKING,SAVE100,DEV_074,192.168.1.77,ADDR_099,2026-08-10T15:50:59.895104,success
TXN_0283,CUST_039,PROD_002,2499,NETBANKING,SAVE50,DEV_053,192.168.1.39,ADDR_036,2026-07-29T20:09:59.895104,success
TXN_0284,CUST_081,PROD_004,1999,CARD,NONE,DEV_045,192.168.1.83,ADDR_086,2026-08-13T09:54:59.895104,success
TXN_0285,CUST_090,PROD_004,1499,UPI,SAVE100,DEV_049,192.168.1.24,ADDR_097,2026-08-20T13:08:59.895104,failed
TXN_0286,CUST_031,PROD_002,999,NETBANKING,SAVE50,DEV_104,192.168.1.60,ADDR_118,2026-07-29T16:31:59.895104,failed
TXN_0287,CUST_054,PROD_005,1999,UPI,CLEAR500,DEV_032,192.168.1.33,ADDR_027,2026-08-11T02:19:59.895104,success
TXN_0288,CUST_058,PROD_003,499,NETBANKING,SAVE50,DEV_007,192.168.1.35,ADDR_049,2026-08-23T14:22:59.895104,success
TXN_0289,CUST_010,PROD_002,1999,NETBANKING,SAVE50,DEV_062,192.168.1.27,ADDR_112,2026-08-11T05:16:59.895104,success
TXN_0290,CUST_002,PROD_002,799,NETBANKING,NONE,DEV_096,192.168.1.97,ADDR_062,2026-08-07T02:33:59.895104,success
TXN_0291,CUST_051,PROD_002,1999,CARD,SAVE100,DEV_049,192.168.1.60,ADDR_069,2026-08-25T14:09:59.895104,success
TXN_0292,CUST_040,PROD_003,999,NETBANKING,CLEAR500,DEV_060,192.168.1.13,ADDR_103,2026-08-17T10:23:59.895104,success
TXN_0293,CUST_027,PROD_003,999,CARD,NONE,DEV_073,192.168.1.111,ADDR_029,2026-08-02T16:58:59.895104,success
TXN_0294,CUST_034,PROD_005,1999,NETBANKING,CLEAR500,DEV_038,192.168.1.20,ADDR_026,2026-08-11T01:53:59.895104,success
TXN_0295,CUST_049,PROD_005,799,CARD,SAVE100,DEV_033,192.168.1.98,ADDR_106,2026-08-18T07:17:59.895104,failed
TXN_0296,CUST_059,PROD_002,2499,CARD,SAVE50,DEV_018,192.168.1.93,ADDR_070,2026-08-18T06:57:59.895104,success
TXN_0297,CUST_070,PROD_001,1999,UPI,NONE,DEV_105,192.168.1.86,ADDR_007,2026-07-27T08:33:59.895104,failed
TXN_0298,CUST_018,PROD_002,499,NETBANKING,SAVE50,DEV_002,192.168.1.28,ADDR_065,2026-08-16T19:40:59.895104,success
TXN_0299,CUST_008,PROD_005,2499,NETBANKING,CLEAR500,DEV_085,192.168.1.63,ADDR_003,2026-07-27T08:48:59.895104,failed
TXN_0300,CUST_002,PROD_001,1999,NETBANKING,SAVE100,DEV_069,192.168.1.37,ADDR_003,2026-08-18T22:08:59.895104,failed
TXN_0301,CUST_023,PROD_001,499,NETBANKING,SAVE50,DEV_031,192.168.1.25,ADDR_080,2026-08-20T00:36:59.895104,success
TXN_0302,CUST_046,PROD_003,1499,UPI,SAVE100,DEV_052,192.168.1.59,ADDR_073,2026-08-07T03:13:59.895104,success
TXN_0303,CUST_039,PROD_001,2499,NETBANKING,NONE,DEV_012,192.168.1.52,ADDR_049,2026-08-13T05:33:59.895104,failed
TXN_0304,CUST_008,PROD_001,2499,UPI,NONE,DEV_064,192.168.1.109,ADDR_056,2026-08-25T09:59:59.895104,success
TXN_0305,CUST_073,PROD_001,1999,UPI,SAVE50,DEV_028,192.168.1.116,ADDR_112,2026-08-21T20:39:59.895104,failed
TXN_0306,CUST_035,PROD_001,499,NETBANKING,SAVE100,DEV_116,192.168.1.70,ADDR_073,2026-08-26T00:24:59.895104,success
TXN_0307,CUST_023,PROD_003,499,UPI,SAVE50,DEV_097,192.168.1.106,ADDR_092,2026-08-14T04:37:59.895104,success
TXN_0308,CUST_039,PROD_002,1999,UPI,CLEAR500,DEV_087,192.168.1.115,ADDR_070,2026-08-11T03:55:59.895104,failed
TXN_0309,CUST_097,PROD_002,2499,NETBANKING,NONE,DEV_065,192.168.1.96,ADDR_045,2026-07-29T12:14:59.895104,success
TXN_0310,CUST_056,PROD_002,499,CARD,CLEAR500,DEV_100,192.168.1.42,ADDR_004,2026-08-24T22:12:59.895104,success
TXN_0311,CUST_058,PROD_004,799,CARD,CLEAR500,DEV_056,192.168.1.24,ADDR_088,2026-08-22T17:30:59.895104,failed
TXN_0312,CUST_011,PROD_005,999,UPI,NONE,DEV_011,192.168.1.35,ADDR_020,2026-08-13T08:38:59.895104,success
TXN_0313,CUST_095,PROD_004,999,CARD,NONE,DEV_012,192.168.1.1,ADDR_040,2026-08-16T07:21:59.895104,success
TXN_0314,CUST_098,PROD_003,499,UPI,NONE,DEV_024,192.168.1.56,ADDR_058,2026-08-21T09:57:59.895104,failed
TXN_0315,CUST_014,PROD_001,499,CARD,NONE,DEV_077,192.168.1.77,ADDR_101,2026-08-10T19:56:59.895104,failed
TXN_0316,CUST_002,PROD_003,1499,CARD,NONE,DEV_093,192.168.1.116,ADDR_072,2026-08-07T02:43:59.895104,success
TXN_0317,CUST_088,PROD_004,799,UPI,SAVE100,DEV_039,192.168.1.35,ADDR_064,2026-08-02T16:58:59.895104,success
TXN_0318,CUST_022,PROD_004,999,CARD,SAVE100,DEV_062,192.168.1.101,ADDR_010,2026-08-12T12:01:59.895104,success
TXN_0319,CUST_032,PROD_004,1999,NETBANKING,SAVE50,DEV_059,192.168.1.14,ADDR_018,2026-08-09T22:21:59.895104,success
TXN_0320,CUST_051,PROD_003,1999,CARD,SAVE100,DEV_057,192.168.1.43,ADDR_056,2026-08-25T16:41:59.895104,success
TXN_0321,CUST_039,PROD_003,1999,NETBANKING,SAVE50,DEV_062,192.168.1.41,ADDR_023,2026-08-14T04:34:59.895104,success
TXN_0322,CUST_038,PROD_004,1999,UPI,SAVE100,DEV_049,192.168.1.36,ADDR_105,2026-08-13T22:46:59.895104,success
TXN_0323,CUST_015,PROD_005,799,NETBANKING,SAVE50,DEV_088,192.168.1.99,ADDR_071,2026-07-28T06:58:59.895104,failed
TXN_0324,CUST_091,PROD_002,1499,CARD,NONE,DEV_105,192.168.1.109,ADDR_102,2026-08-14T16:28:59.895104,failed
TXN_0325,CUST_018,PROD_003,799,CARD,SAVE50,DEV_092,192.168.1.55,ADDR_102,2026-08-13T05:21:59.895104,success
TXN_0326,CUST_058,PROD_005,1499,NETBANKING,CLEAR500,DEV_069,192.168.1.65,ADDR_119,2026-08-15T02:28:59.895104,success
TXN_0327,CUST_047,PROD_005,1999,NETBANKING,NONE,DEV_014,192.168.1.99,ADDR_032,2026-08-25T23:51:59.895104,success
TXN_0328,CUST_022,PROD_005,499,NETBANKING,CLEAR500,DEV_097,192.168.1.43,ADDR_102,2026-08-15T15:45:59.895104,success
TXN_0329,CUST_002,PROD_001,999,UPI,SAVE50,DEV_058,192.168.1.48,ADDR_051,2026-08-17T03:22:59.895104,success
TXN_0330,CUST_045,PROD_001,1499,UPI,SAVE100,DEV_054,192.168.1.118,ADDR_011,2026-08-01T08:21:59.895104,success
TXN_0331,CUST_045,PROD_003,999,CARD,SAVE50,DEV_067,192.168.1.62,ADDR_045,2026-08-17T17:40:59.895104,success
TXN_0332,CUST_057,PROD_004,999,UPI,SAVE100,DEV_006,192.168.1.104,ADDR_091,2026-08-01T07:17:59.895104,success
TXN_0333,CUST_044,PROD_001,2499,UPI,SAVE50,DEV_067,192.168.1.23,ADDR_071,2026-08-03T08:29:59.895104,success
TXN_0334,CUST_072,PROD_004,1499,UPI,CLEAR500,DEV_081,192.168.1.24,ADDR_024,2026-08-25T05:09:59.895104,failed
TXN_0335,CUST_051,PROD_001,2499,NETBANKING,SAVE50,DEV_058,192.168.1.76,ADDR_055,2026-08-13T18:17:59.895104,success
TXN_0336,CUST_091,PROD_002,799,CARD,NONE,DEV_074,192.168.1.14,ADDR_103,2026-08-20T12:00:59.895104,success
TXN_0337,CUST_047,PROD_003,799,CARD,NONE,DEV_034,192.168.1.86,ADDR_111,2026-08-18T08:13:59.895104,success
TXN_0338,CUST_077,PROD_004,1999,CARD,NONE,DEV_045,192.168.1.46,ADDR_109,2026-08-16T21:41:59.895104,success
TXN_0339,CUST_087,PROD_003,1999,NETBANKING,NONE,DEV_087,192.168.1.18,ADDR_041,2026-08-01T10:19:59.895104,success
TXN_0340,CUST_040,PROD_001,799,CARD,SAVE50,DEV_066,192.168.1.50,ADDR_054,2026-08-23T05:02:59.895104,success
TXN_0341,CUST_074,PROD_004,1499,UPI,CLEAR500,DEV_082,192.168.1.69,ADDR_089,2026-08-25T10:22:59.895104,success
TXN_0342,CUST_072,PROD_002,1499,CARD,SAVE50,DEV_024,192.168.1.41,ADDR_108,2026-08-16T14:11:59.895104,success
TXN_0343,CUST_046,PROD_001,1499,UPI,SAVE50,DEV_105,192.168.1.50,ADDR_072,2026-08-19T01:39:59.895104,failed
TXN_0344,CUST_053,PROD_004,1499,NETBANKING,CLEAR500,DEV_063,192.168.1.22,ADDR_011,2026-08-21T19:08:59.895104,success
TXN_0345,CUST_098,PROD_002,999,UPI,SAVE100,DEV_029,192.168.1.69,ADDR_037,2026-08-03T17:18:59.895104,failed
TXN_0346,CUST_073,PROD_004,1999,NETBANKING,NONE,DEV_074,192.168.1.15,ADDR_035,2026-08-20T18:48:59.895104,success
TXN_0347,CUST_070,PROD_001,2499,CARD,SAVE50,DEV_055,192.168.1.14,ADDR_095,2026-08-25T19:34:59.895104,success
TXN_0348,CUST_039,PROD_001,1499,CARD,SAVE100,DEV_111,192.168.1.105,ADDR_012,2026-08-16T01:09:59.895104,success
TXN_0349,CUST_100,PROD_002,799,NETBANKING,SAVE100,DEV_111,192.168.1.91,ADDR_079,2026-08-24T20:44:59.895104,failed
TXN_0350,CUST_022,PROD_005,799,UPI,SAVE50,DEV_104,192.168.1.8,ADDR_073,2026-08-12T00:46:59.895104,success
TXN_0351,CUST_077,PROD_005,799,CARD,SAVE100,DEV_038,192.168.1.74,ADDR_035,2026-08-19T11:27:59.895104,success
TXN_0352,CUST_018,PROD_004,499,CARD,SAVE50,DEV_090,192.168.1.111,ADDR_017,2026-08-07T10:17:59.895104,success
TXN_0353,CUST_092,PROD_003,799,NETBANKING,CLEAR500,DEV_063,192.168.1.19,ADDR_074,2026-08-24T20:20:59.895104,success
TXN_0354,CUST_081,PROD_004,1499,CARD,NONE,DEV_082,192.168.1.102,ADDR_113,2026-07-31T07:16:59.895104,failed
TXN_0355,CUST_066,PROD_003,2499,CARD,CLEAR500,DEV_063,192.168.1.42,ADDR_075,2026-07-27T04:17:59.895104,success
TXN_0356,CUST_094,PROD_004,2499,NETBANKING,SAVE100,DEV_109,192.168.1.9,ADDR_102,2026-08-20T09:19:59.895104,failed
TXN_0357,CUST_028,PROD_004,799,CARD,SAVE100,DEV_042,192.168.1.107,ADDR_037,2026-08-11T10:30:59.895104,success
TXN_0358,CUST_073,PROD_004,999,NETBANKING,NONE,DEV_006,192.168.1.13,ADDR_081,2026-08-16T23:34:59.895104,success
TXN_0359,CUST_016,PROD_002,1499,CARD,NONE,DEV_055,192.168.1.26,ADDR_089,2026-08-02T01:40:59.895104,success
TXN_0360,CUST_021,PROD_003,499,NETBANKING,SAVE100,DEV_033,192.168.1.11,ADDR_048,2026-08-25T14:22:59.895104,success
TXN_0361,CUST_007,PROD_004,2499,CARD,SAVE50,DEV_055,192.168.1.84,ADDR_012,2026-07-31T09:32:59.895104,success
TXN_0362,CUST_028,PROD_004,499,UPI,SAVE50,DEV_067,192.168.1.88,ADDR_057,2026-07-27T11:43:59.895104,success
TXN_0363,CUST_090,PROD_003,499,CARD,SAVE50,DEV_062,192.168.1.10,ADDR_030,2026-08-13T11:59:59.895104,success
TXN_0364,CUST_094,PROD_001,499,CARD,SAVE100,DEV_113,192.168.1.39,ADDR_018,2026-08-13T11:37:59.895104,success
TXN_0365,CUST_083,PROD_002,499,NETBANKING,NONE,DEV_079,192.168.1.84,ADDR_022,2026-08-16T02:17:59.895104,success
TXN_0366,CUST_093,PROD_002,2499,NETBANKING,SAVE50,DEV_118,192.168.1.53,ADDR_079,2026-08-16T04:47:59.895104,success
TXN_0367,CUST_012,PROD_001,799,UPI,CLEAR500,DEV_045,192.168.1.55,ADDR_041,2026-08-02T10:18:59.895104,success
TXN_0368,CUST_036,PROD_001,799,NETBANKING,SAVE100,DEV_100,192.168.1.89,ADDR_004,2026-08-26T00:44:59.895104,success
TXN_0369,CUST_027,PROD_005,1999,NETBANKING,SAVE50,DEV_096,192.168.1.51,ADDR_038,2026-08-25T11:22:59.895104,success
TXN_0370,CUST_031,PROD_004,1499,UPI,SAVE50,DEV_064,192.168.1.82,ADDR_077,2026-07-30T07:08:59.895104,success
TXN_0371,CUST_047,PROD_003,799,CARD,CLEAR500,DEV_047,192.168.1.70,ADDR_088,2026-08-03T22:17:59.895104,failed
TXN_0372,CUST_099,PROD_001,499,NETBANKING,NONE,DEV_002,192.168.1.34,ADDR_028,2026-07-28T21:05:59.895104,success
TXN_0373,CUST_051,PROD_005,999,NETBANKING,CLEAR500,DEV_055,192.168.1.90,ADDR_052,2026-07-30T19:36:59.895104,success
TXN_0374,CUST_036,PROD_001,999,UPI,SAVE50,DEV_104,192.168.1.20,ADDR_069,2026-08-10T22:28:59.895104,failed
TXN_0375,CUST_076,PROD_001,999,NETBANKING,CLEAR500,DEV_094,192.168.1.109,ADDR_031,2026-07-29T16:49:59.895104,success
TXN_0376,CUST_012,PROD_004,499,CARD,NONE,DEV_040,192.168.1.86,ADDR_095,2026-08-26T00:21:59.895104,success
TXN_0377,CUST_016,PROD_001,2499,UPI,NONE,DEV_021,192.168.1.64,ADDR_045,2026-08-19T20:50:59.895104,success
TXN_0378,CUST_022,PROD_003,799,NETBANKING,SAVE100,DEV_094,192.168.1.114,ADDR_016,2026-07-28T09:38:59.895104,success
TXN_0379,CUST_055,PROD_003,1999,UPI,SAVE100,DEV_092,192.168.1.74,ADDR_081,2026-07-30T13:45:59.895104,failed
TXN_0380,CUST_059,PROD_005,999,UPI,CLEAR500,DEV_110,192.168.1.73,ADDR_022,2026-08-12T19:11:59.895104,success
TXN_0381,CUST_033,PROD_001,1999,NETBANKING,NONE,DEV_030,192.168.1.95,ADDR_066,2026-07-27T04:23:59.895104,success
TXN_0382,CUST_002,PROD_002,499,CARD,SAVE100,DEV_050,192.168.1.118,ADDR_020,2026-08-04T05:03:59.895104,success
TXN_0383,CUST_071,PROD_004,799,CARD,SAVE50,DEV_054,192.168.1.118,ADDR_093,2026-08-10T15:02:59.895104,success
TXN_0384,CUST_010,PROD_005,999,UPI,NONE,DEV_023,192.168.1.29,ADDR_103,2026-08-19T12:56:59.895104,success
TXN_0385,CUST_052,PROD_001,1499,CARD,SAVE100,DEV_042,192.168.1.12,ADDR_071,2026-08-16T20:28:59.895104,success
TXN_0386,CUST_048,PROD_002,999,NETBANKING,SAVE100,DEV_095,192.168.1.80,ADDR_032,2026-08-17T04:18:59.895104,success
TXN_0387,CUST_076,PROD_004,799,NETBANKING,SAVE50,DEV_020,192.168.1.1,ADDR_120,2026-08-14T17:27:59.895104,success
TXN_0388,CUST_030,PROD_005,999,NETBANKING,NONE,DEV_043,192.168.1.1,ADDR_098,2026-08-25T23:32:59.895104,failed
